0	0.08181
1	1.126693
2	0.727306
3	0.338436
4	-0.008466
5	0.377187
6	-0.54991
7	0.015936
8	-0.080374
9	1.33457
10	-0.426053
11	-0.115747
12	0.163215
13	0.204788
14	0.073455
15	1.026181
16	0.669182
17	-0.047113
18	1.686992
19	-0.176667
20	0.027018
21	1.185233
22	0.414037
23	0.916635
24	-0.104599
25	-0.03161
26	0.633504
27	0.099691
28	-0.132089
29	0.738165
30	3.348626
31	-0.015166
32	-1.276087
33	-0.211359
34	1.7717
35	-0.118011
36	1.916538
37	-0.358799
38	1.311899
39	0.293449
40	-0.148557
41	-0.662927
42	0.894844
43	0.44613
44	0.305769
45	7.80893
46	1.572485
47	0.47118
48	2.631093
49	0.877448
50	2.315615
51	1.437192
52	2.261974
53	3.488767
54	0.766053
55	-0.36809
56	2.190917
57	-0.20191
58	0.353335
59	-0.851043
60	0.071791
61	1.10766
62	2.516946
63	0.581892
64	0.015915
65	0.876667
66	-0.157688
67	0.903229
68	0.208364
69	0.970668
70	2.758587
71	1.503519
72	-1.665479
73	2.418319
74	-0.000034
75	0.154863
76	0.068635
77	-1.575025
78	1.059135
79	-0.424705
80	1.668739
81	0.793077
82	-0.848452
83	0.276566
84	0.203611
85	1.617247
86	0.620808
87	1.267199
88	1.952389
89	0.663716
90	1.675266
91	2.673569
92	1.818462
93	-0.763702
94	-0.961919
95	0.048274
96	0.750874
97	0.346495
98	1.996994
99	1.915959
100	0.688568
101	-1.061386
102	1.113797
103	1.566798
104	1.051058
105	0.946734
106	0.850438
107	1.649613
108	0.192298
109	0.613207
110	2.158116
111	2.223987
112	0.278971
113	0.366184
114	0.965133
115	3.319049
116	1.397489
117	1.370264
118	1.298472
119	1.373114
120	0.398447
121	1.754431
122	0.630341
123	1.696393
124	-0.09006
125	0.560533
126	1.765309
127	-0.120746
128	0.892828
129	-0.159484
130	1.890612
131	-0.87486
132	0.118367
133	0.211364
134	0.069997
135	-0.103358
136	0.406414
137	0.46965
138	1.561028
139	2.078225
140	-0.255168
141	1.452421
142	-0.394422
143	1.256353
144	0.161768
145	1.694431
146	0.186114
147	0.153211
148	2.227396
149	1.804262
150	2.412024
151	3.623095
152	2.038687
153	0.209264
154	0.161729
155	0.72323
156	0.053868
157	2.16153
158	-0.018948
159	0.802322
160	1.327025
161	0.0406
162	-0.060883
163	0.057271
164	0.005119
165	0.172855
166	0.011547
167	-0.007659
168	0.231885
169	-0.03691
170	0.13726
171	0.100514
172	0.440286
173	1.617289
174	0.170052
175	-0.253514
176	-0.016741
177	0.284027
178	0.601597
179	1.11107
180	1.925511
181	0.418004
182	0.351347
183	-0.038947
184	-0.126081
185	0.158819
186	-0.317733
187	1.319688
188	0.171567
189	0.002845
190	0.022996
191	0.47832
192	-0.448004
193	0.854959
194	-0.032617
195	-0.06755
196	0.237269
197	0.349667
198	-0.498757
199	0.745858
200	-0.861203
201	0.09323
202	-1.31152
203	1.901538
204	0.103678
205	-0.733803
206	0.456064
207	0.495106
208	0.983238
209	2.638861
210	0.045005
211	1.131786
212	0.021392
213	-0.199531
214	-1.618
215	1.254882
216	0.496875
217	1.217364
218	1.568707
219	0.930571
220	0.178327
221	0.721352
222	2.311321
223	-0.221592
224	0.047419
225	0.975494
226	1.527449
227	0.025977
228	0.829853
229	0.587977
230	0.211131
231	0.080705
232	0.213741
233	1.507479
234	0.368868
235	0.257266
236	-0.099024
237	2.990825
238	-0.101279
239	-0.022505
240	0.68668
241	0.148623
242	-0.20622
243	0.193617
244	-0.658175
245	0.904988
246	0.078733
247	-0.164257
248	1.581153
249	-0.199527
250	1.898057
251	0.274969
252	0.278636
253	1.947655
254	1.741492
255	0.036463
256	0.996484
257	-0.099512
258	0.060354
259	0.503827
260	0.619857
261	2.185714
262	0.01952
263	-0.169391
264	0.138015
265	1.331079
266	0.350431
267	1.79622
268	1.810919
269	1.39503
270	1.054185
271	0.072316
272	0.286121
273	1.194867
274	-1.467814
275	0.072084
276	0.52631
277	0.298667
278	1.634817
279	0.193014
280	-0.063398
281	0.138348
282	0.970381
283	1.289019
284	0.431035
285	1.861065
286	0.102899
287	0.731763
288	2.602872
289	-0.249465
290	1.581721
291	1.249607
292	0.161738
293	0.60872
294	-0.079806
295	0.55279
296	-0.083792
297	-2.059028
298	-0.083599
299	0.616362
300	1.725117
301	1.764645
302	-0.564339
303	2.141866
304	0.418496
305	3.491207
306	1.605155
307	2.10668
308	1.6188
309	1.994265
310	-3.815176
311	-1.500044
312	-0.286305
313	0.225896
314	-0.245528
315	1.383887
316	0.218352
317	-1.594031
318	1.509418
319	1.083173
320	-0.214035
321	0.154949
322	-0.136438
323	-0.749992
324	1.507132
325	0.601903
326	3.038928
327	1.337046
328	2.200972
329	2.437139
330	2.984142
331	-0.204245
332	1.781173
333	0.401181
334	0.56795
335	0.011125
336	-0.206623
337	0.901609
338	0.103655
339	-0.067205
340	0.040129
341	1.177487
342	0.071208
343	1.04651
344	0.31242
345	0.057016
346	-0.146574
347	0.080377
348	1.307004
349	1.16091
350	0.107085
351	0.304376
352	-0.327528
353	0.098363
354	-0.199617
355	1.334515
356	-0.367247
357	1.294447
358	2.070867
359	-0.128535
360	-0.667398
361	-0.062651
362	-0.019665
363	-0.037502
364	-0.027127
365	-0.111497
366	-0.092807
367	2.456409
368	2.309296
369	-0.05675
370	2.005634
371	0.646053
372	0.054145
373	1.982637
374	2.112413
375	-0.281959
376	1.881076
377	2.404896
378	0.340683
379	0.927686
380	-0.110793
381	-0.301245
382	0.154154
383	2.576737
384	0.509292
385	-0.697432
386	0.578345
387	0.434691
388	2.221006
389	3.977762
390	2.57528
391	1.930622
392	1.903238
393	0.97074
394	0.130469
395	-0.205082
396	1.428949
397	2.313046
398	1.035491
399	1.761597
400	1.755351
401	2.435496
402	0.113585
403	0.896116
404	1.729091
405	1.055681
406	1.652309
407	2.381846
408	2.528992
409	0.719857
410	2.096485
411	0.683355
412	1.232006
413	0.194283
414	0.107246
415	-0.270155
416	0.418681
417	1.340383
418	0.857794
419	1.224788
420	-0.284413
421	1.152228
422	0.144572
423	1.07091
424	0.70658
425	0.184225
426	-0.07139
427	-0.757773
428	-0.368389
429	0.008219
430	0.328549
431	-0.018882
432	0.294084
433	0.267872
434	0.614417
435	-0.048821
436	0.104571
437	0.501662
438	1.274127
439	-0.031054
440	0.087374
441	0.127433
442	0.924977
443	-3.816253
444	-0.04385
445	-0.108523
446	-0.064058
447	1.564756
448	0.149364
449	-0.007606
450	1.822751
451	-0.059072
452	0.415639
453	0.133221
454	-0.324934
455	0.175791
456	-0.241271
457	-0.127649
458	0.108019
459	-0.489411
460	1.587675
461	1.235024
462	0.534131
463	-0.13972
464	0.185999
465	0.093965
466	2.242214
467	-0.154337
468	0.459138
469	-0.300139
470	0.915905
471	2.078557
472	1.094816
473	1.785322
474	0.11817
475	-0.03778
476	1.996209
477	-2.347363
478	0.045191
479	1.278043
480	0.215985
481	1.253185
482	1.02899
483	-0.395986
484	1.051017
485	0.518573
486	0.809554
487	1.752856
488	1.078751
489	1.105254
490	-0.317492
491	0.680899
492	0.697169
493	0.604744
494	1.415588
495	1.270792
496	-0.815728
497	2.136059
498	0.988935
499	0.640259
500	0.996157
501	0.5738
502	1.767327
503	2.075202
504	2.102384
505	1.179559
506	1.091591
507	0.032331
508	0.116635
509	-0.096395
510	2.457859
511	0.843999
512	2.38811
513	1.310751
514	-0.115364
515	0.8111
516	1.314224
517	1.514877
518	0.512832
519	0.752376
520	1.203543
521	1.664493
522	1.865686
523	1.10676
524	1.112324
525	-1.775247
526	1.740722
527	-0.268673
528	-1.28358
529	2.227493
530	-1.344557
531	2.423974
532	0.218658
533	0.038993
534	1.197122
535	2.280498
536	2.325219
537	0.85172
538	0.920632
539	2.156028
540	1.065574
541	1.041671
542	-3.184483
543	-3.821572
544	4.507281
545	0.312201
546	0.544406
547	-0.180839
548	2.321714
549	-1.636651
550	1.83446
551	1.611687
552	2.502553
553	1.33368
554	2.710571
555	0.789091
556	1.673758
557	2.070307
558	-0.177094
559	0.351732
560	1.938941
561	0.683662
562	1.966444
563	0.129819
564	0.34746
565	1.069374
566	0.958356
567	0.020132
568	0.362275
569	1.728931
570	0.316047
571	0.438546
572	0.37023
573	0.2069
574	0.952473
575	0.024147
576	0.079445
577	-0.375777
578	0.404917
579	1.55644
580	1.20919
581	-0.108856
582	0.185468
583	-0.336476
584	0.301812
585	-0.02111
586	-0.136524
587	1.526426
588	1.225388
589	-0.015199
590	1.786501
591	1.688051
592	1.75423
593	2.518521
594	1.52829
595	1.208145
596	-1.353046
597	-0.320444
598	0.228825
599	-0.737246
600	1.564543
601	4.918249
602	1.674887
603	2.746186
604	0.202659
605	1.740292
606	1.972378
607	-0.370395
608	0.940303
609	0.719357
610	1.14897
611	0.741128
612	1.898115
613	0.348001
614	1.563485
615	-0.321219
616	0.95535
617	-0.387546
618	3.168625
619	1.880768
620	0.537933
621	1.751634
622	1.512969
623	1.570284
624	1.011596
625	1.264239
626	1.817783
627	0.71128
628	0.999535
629	1.286185
630	-1.472589
631	-0.051758
632	-0.106513
633	0.307684
634	-2.264159
635	-2.726587
636	-2.175469
637	-1.85535
638	-2.071567
639	2.716573
640	2.403416
641	0.032961
642	1.596426
643	2.572421
644	2.20564
645	2.544541
646	1.566088
647	2.103681
648	2.35264
649	1.618347
650	2.208077
651	1.724405
652	1.193477
653	1.198517
654	1.915659
655	0.397913
656	1.230862
657	1.838037
658	3.288802
659	2.80634
660	1.705114
661	1.847495
662	1.678723
663	-0.042322
664	0.143735
665	2.13142
666	0.277816
667	-0.302145
668	0.355566
669	-0.739689
670	-2.604007
671	0.070049
672	-0.087594
673	0.522948
674	1.368927
675	0.083779
676	-0.668935
677	1.474439
678	-0.095044
679	0.615859
680	0.047662
681	1.05923
682	1.089061
683	2.722803
684	1.913066
685	-0.007513
686	1.618886
687	1.318511
688	2.712968
689	-0.557919
690	2.721669
691	0.174468
692	1.135791
693	1.36654
694	1.523225
695	0.223125
696	0.003725
697	0.198214
698	-0.157465
699	0.009227
700	-0.000625
701	-0.188119
702	0.499122
703	0.547299
704	0.257452
705	0.006941
706	1.198089
707	0.190821
708	1.560828
709	0.051294
710	-0.000808
711	0.578639
712	-0.747644
713	0.078658
714	0.056067
715	1.303234
716	0.354688
717	0.127386
718	-0.23782
719	0.075229
720	1.872522
721	-0.145259
722	-0.073061
723	-0.012533
724	0.155369
725	0.006258
726	2.404251
727	-0.190741
728	-0.160552
729	-0.102888
730	-0.086703
731	0.049893
732	0.089662
733	0.03373
734	0.480283
735	-0.166354
736	0.154205
737	-0.010629
738	0.416089
739	0.345277
740	-0.154302
741	0.370049
742	-0.104067
743	-0.208397
744	0.021676
745	0.113595
746	2.629682
747	-0.192937
748	-0.150679
749	0.333258
750	0.143179
751	-0.84608
752	0.029366
753	0.212307
754	-0.023986
755	0.078498
756	-0.243435
757	-0.272161
758	2.175629
759	0.147265
760	-0.460626
761	2.165699
762	-0.159384
763	1.643272
764	2.194324
765	0.893543
766	2.755897
767	0.161787
768	0.095106
769	-0.099942
770	2.618918
771	1.665186
772	0.00907
773	1.501182
774	-0.438956
775	-0.228843
776	0.159927
777	-0.5515
778	-0.18998
779	0.058249
780	2.133766
781	0.223422
782	1.008966
783	0.499839
784	-0.219898
